NpcID	MapID	PosX	PosY	ScriptFile	Name	Level	IsLoad
25	21	76352	110432		Kim 告沿	25	1
25	21	75712	110400		Kim 告沿	25	1
25	21	74848	109088		Kim 告沿	25	1
25	21	73760	110304		Kim 告沿	25	1
25	21	72784	108864		Kim 告沿	25	1
25	21	72464	109600		Kim 告沿	25	1
25	21	73072	110336		Kim 告沿	25	1
25	21	73968	109088		Kim 告沿	25	1
25	21	75536	120512		Kim 告沿	25	1
25	21	74592	120576		Kim 告沿	25	1
25	21	73824	121728		Kim 告沿	25	1
25	21	72896	121376		Kim 告沿	25	1
25	21	72464	122240		Kim 告沿	25	1
25	21	73168	123456		Kim 告沿	25	1
25	21	72576	124352		Kim 告沿	25	1
25	21	72624	125024		Kim 告沿	25	1
25	21	72128	121120		Kim 告沿	25	1
25	21	71296	120864		Kim 告沿	25	1
25	21	70576	119968		Kim 告沿	25	1
25	21	69520	119680		Kim 告沿	25	1
25	21	69040	118912		Kim 告沿	25	1
25	21	68256	119584		Kim 告沿	25	1
25	21	67584	120960		Kim 告沿	25	1
25	21	68528	117824		Kim 告沿	25	1
25	21	67728	116288		Kim 告沿	25	1
25	21	68096	116960		Kim 告沿	25	1
25	21	66576	115232		Kim 告沿	25	1
25	21	65808	115104		Kim 告沿	25	1
25	21	64880	116064		Kim 告沿	25	1
25	21	64736	117184		Kim 告沿	25	1
25	21	64208	118368		Kim 告沿	25	1
25	21	64144	119488		Kim 告沿	25	1
25	21	64256	120224		Kim 告沿	25	1
25	21	65376	121152		Kim 告沿	25	1
25	21	66096	121472		Kim 告沿	25	1
25	21	66800	121280		Kim 告沿	25	1
25	21	63168	120672		Kim 告沿	25	1
25	21	62528	121216		Kim 告沿	25	1
25	21	61712	121792		Kim 告沿	25	1
25	21	60928	122176		Kim 告沿	25	1
25	21	60400	121248		Kim 告沿	25	1
25	21	60080	119840		Kim 告沿	25	1
25	21	60304	117952		Kim 告沿	25	1
25	21	60880	116832		Kim 告沿	25	1
25	21	61744	116096		Kim 告沿	25	1
25	21	62016	114880		Kim 告沿	25	1
25	21	62688	113792		Kim 告沿	25	1
25	21	62656	111808		Kim 告沿	25	1
25	21	62176	112224		Kim 告沿	25	1
25	21	63248	112832		Kim 告沿	25	1
25	21	60288	123296		Kim 告沿	25	1
25	21	59952	124448		Kim 告沿	25	1
25	21	58112	125696		Kim 告沿	25	1
25	21	57264	125088		Kim 告沿	25	1
25	21	58000	123296		Kim 告沿	25	1
25	21	58992	118048		Kim 告沿	25	1
25	21	57712	117568		Kim 告沿	25	1
25	21	56768	119008		Kim 告沿	25	1
25	21	60256	127904		Kim 告沿	25	1
25	21	60384	126304		Kim 告沿	25	1
25	21	62400	127200		Kim 告沿	25	1
25	21	61760	125664		Kim 告沿	25	1
25	21	63248	125600		Kim 告沿	25	1
25	21	63664	126720		Kim 告沿	25	1
25	21	64576	124864		Kim 告沿	25	1
25	21	65824	124864		Kim 告沿	25	1
25	21	60816	129472		Kim 告沿	25	1
25	21	60432	130528		Kim 告沿	25	1
25	21	61344	131360		Kim 告沿	25	1
25	21	61648	132608		Kim 告沿	25	1
25	21	62976	131808		Kim 告沿	25	1
25	21	63856	131456		Kim 告沿	25	1
25	21	65200	131136		Kim 告沿	25	1
25	21	66080	131680		Kim 告沿	25	1
25	21	65280	132992		Kim 告沿	25	1
25	21	64592	134208		Kim 告沿	25	1
25	21	63360	133568		Kim 告沿	25	1
25	21	62864	134528		Kim 告沿	25	1
25	21	60048	132352		Kim 告沿	25	1
25	21	59568	133696		Kim 告沿	25	1
25	21	59584	135648		Kim 告沿	25	1
25	21	60976	133728		Kim 告沿	25	1
25	21	61648	134784		Kim 告沿	25	1
25	21	61360	135872		Kim 告沿	25	1
25	21	61008	137216		Kim 告沿	25	1
25	21	61008	138592		Kim 告沿	25	1
25	21	60320	138432		Kim 告沿	25	1
25	21	59520	139360		Kim 告沿	25	1
25	21	60032	139968		Kim 告沿	25	1
25	21	61216	141088		Kim 告沿	25	1
25	21	60416	142176		Kim 告沿	25	1
25	21	61872	141408		Kim 告沿	25	1
25	21	62064	142336		Kim 告沿	25	1
25	21	62848	141152		Kim 告沿	25	1
25	21	63264	139904		Kim 告沿	25	1
25	21	63648	141152		Kim 告沿	25	1
25	21	63888	136032		Kim 告沿	25	1
25	21	63296	136384		Kim 告沿	25	1
25	21	62512	136256		Kim 告沿	25	1
25	21	64176	137568		Kim 告沿	25	1
25	21	64928	138912		Kim 告沿	25	1
25	21	66096	136384		Kim 告沿	25	1
25	21	65696	135200		Kim 告沿	25	1
25	21	66976	135168		Kim 告沿	25	1
25	21	66960	133056		Kim 告沿	25	1
25	21	66688	133920		Kim 告沿	25	1
26	21	62880	112704		Th閂ng 要g	25	1
26	21	62208	115360		Th閂ng 要g	25	1
26	21	60960	116448		Th閂ng 要g	25	1
26	21	58432	117408		Th閂ng 要g	25	1
26	21	57072	118240		Th閂ng 要g	25	1
26	21	56224	119424		Th閂ng 要g	25	1
26	21	56944	120096		Th閂ng 要g	25	1
26	21	58112	123456		Th閂ng 要g	25	1
26	21	57072	125184		Th閂ng 要g	25	1
26	21	58432	125184		Th閂ng 要g	25	1
26	21	60176	124800		Th閂ng 要g	25	1
26	21	60688	122112		Th閂ng 要g	25	1
26	21	62256	121472		Th閂ng 要g	25	1
26	21	63840	120064		Th閂ng 要g	25	1
26	21	61456	125536		Th閂ng 要g	25	1
26	21	63120	125600		Th閂ng 要g	25	1
26	21	62144	126912		Th閂ng 要g	25	1
26	21	64720	125088		Th閂ng 要g	25	1
26	21	63232	132128		Th閂ng 要g	25	1
26	21	65296	133312		Th閂ng 要g	25	1
26	21	66160	131968		Th閂ng 要g	25	1
26	21	61216	134048		Th閂ng 要g	25	1
26	21	64208	135584		Th閂ng 要g	25	1
26	21	65808	135616		Th閂ng 要g	25	1
26	21	64624	139040		Th閂ng 要g	25	1
26	21	63040	140128		Th閂ng 要g	25	1
26	21	59712	139040		Th閂ng 要g	25	1
26	21	59696	135872		Th閂ng 要g	25	1
26	21	62064	141632		Th閂ng 要g	25	1
26	21	67184	133472		Th閂ng 要g	25	1
26	21	60608	130656		Th閂ng 要g	25	1
26	21	68176	120032		Th閂ng 要g	25	1
26	21	68336	117344		Th閂ng 要g	25	1
26	21	72144	121376		Th閂ng 要g	25	1
26	21	73008	123584		Th閂ng 要g	25	1
26	21	74752	120704		Th閂ng 要g	25	1
26	21	75968	127648		Th閂ng 要g	25	1
26	21	77136	126400		Th閂ng 要g	25	1
26	21	78368	125248		Th閂ng 要g	25	1
26	21	75952	128768		Th閂ng 要g	25	1
26	21	75424	128000		Th閂ng 要g	25	1
26	21	77296	129920		Th閂ng 要g	25	1
26	21	76608	118432		Th閂ng 要g	25	1
26	21	79600	113312		Th閂ng 要g	25	1
26	21	78608	112224		Th閂ng 要g	25	1
26	21	79152	115360		Th閂ng 要g	25	1
26	21	72688	109568		Th閂ng 要g	25	1
26	21	74688	109120		Th閂ng 要g	25	1
26	21	81440	109600		Th閂ng 要g	25	1
26	21	82160	107104		Th閂ng 要g	25	1
26	21	81504	103904		Th閂ng 要g	25	1
26	21	80016	124768		Th閂ng 要g	25	1
26	21	78080	121600		Th閂ng 要g	25	1
26	21	81952	126400		Th閂ng 要g	25	1
26	21	83520	128448		Th閂ng 要g	25	1
26	21	81312	134112		Th閂ng 要g	25	1
26	21	79760	134368		Th閂ng 要g	25	1
26	21	78240	132736		Th閂ng 要g	25	1
26	21	81392	136864		Th閂ng 要g	25	1
26	21	84784	128352		Th閂ng 要g	25	1
26	21	86048	127680		Th閂ng 要g	25	1
26	21	83104	141888		Th閂ng 要g	25	1
26	21	83200	140480		Th閂ng 要g	25	1
26	21	84592	138368		Th閂ng 要g	25	1
26	21	86128	136480		Th閂ng 要g	25	1
26	21	87616	133984		Th閂ng 要g	25	1
26	21	88880	129696		Th閂ng 要g	25	1
26	21	88704	127520		Th閂ng 要g	25	1
26	21	89856	123520		Th閂ng 要g	25	1
26	21	88480	123648		Th閂ng 要g	25	1
26	21	88944	119360		Th閂ng 要g	25	1
26	21	91360	117472		Th閂ng 要g	25	1
26	21	92784	118624		Th閂ng 要g	25	1
