ID	STRING
10040	Xin chuyÓn lêi hái th¨m cña t¹i h¹ ®Õn §¹o NhÊt Ch©n Nh©n! Cã dŞp sÏ ®Õn ®Ó thØnh gi¸o ng­êi!
10041	Quı ph¸i gÇn ®©y ph¸t triÓn thÇn tèc! Qu¶ kh«ng ph¶i h­ danh! Nh­ng còng ®õng qu¸ xem th­êng vâ l©m Trung nguyªn!
10042	Chóng ta quyÕt kh«ng giao h¶o víi bän ng­êi Kim!
10043	Quı bang vµ bæn bang hîp thµnh Thiªn h¹ l­ìng ®¹i bang, cã c¬ héi chóng ta nªn th©n thiÕt h¬n n÷a!
10044	ThÕ giíi bªn ngoµi ®Çy rÉy c¹m bÉy, hiÓm nguy. Ng­¬i cã ch¾c r»ng m×nh ®ñ b¶n lÜnh chèng chŞu hay kh«ng? H·y suy nghÜ cho thËt kü! §Ó rêi khái ®¶o t­ chÊt ph¶i ®¹t <color=green>®¼ng cÊp 60<color> vµ <color=gold>1 v¹n ng©n l­îng<color> ®Ó ta thu xÕp hµnh tr×nh!
10045	Ng­¬i ®· rêi khái Thiªn V­¬ng Bang, h·y cè g¾ng b¶o träng, tu luyÖn cho thËt tèt ®õng lµm mÊt mÆt bæn bang! Sau nµy cã g× khã kh¨n cÇn gióp ®ì cø t×m huynh ®Ö Thiªn V­¬ng!
10046	§¶o Thiªn V­¬ng néi quy nghiªm ngÆt, ®Şa h×nh nguy hiÓm. kh«ng thÓ tù ı x«ng vµo! §Ó ®­a ng­¬i trë vÒ ta cÇn <color=gold>1 v¹n ng©n l­îng<color> ®Ó s¾p xÕp lé tr×nh!
10047	Chµo mõng ng­¬i trë l¹i víi bæn bang! Cè g¾ng tu luyÖn cho thËt tèt ®Ó cïng nhau gióp søc triÒu ®×nh tiªu diÖt ngo¹i bang Kim Quèc!
10048	Ng­¬i hiÖn ®· trë thµnh ®Ö tö Thiªn V­¬ng Bang! H·y xem nhau nh­ ng­êi mét nhµ, cïng nhau trau dåi kiÕn thøc! Cã ®iÒu g× kh«ng hiÓu cø ®Õn t×m ta!
10049	§Ö tö Thiªn V­¬ng Bang ngoµi trau dåi vâ häc cßn ph¶i gãp søc tiªu diÖt giÆc ngo¹i x©m. Ng­¬i muèn gia nhËp chø?
10050	§èi víi <color=metal>Thiªn V­¬ng Bang<color> vâ nghÖ chia lµm ba ®­êng riªng biÖt
10051	§­êng thø nhÊt Thiªn V­¬ng ®ao ph¸p së h÷u <color=metal>Kinh L«i Tr¶m<color>, <color=metal>B¸t Phong Tr¶m<color>, <color=metal>V« T©m Tr¶m<color>, <color=metal>Ph¸ Thiªn Tr¶m<color>
10052	§­êng thø hai Thiªn V­¬ng th­¬ng ph¸p së h÷u <color=metal>Håi Phong L¹c Nh¹n<color>, <color=metal>D­¬ng Quan Tam §iÖp<color>, <color=metal>HuyÕt ChiÕn B¸t Ph­¬ng<color>, <color=metal>Truy Tinh Trôc NguyÖt<color>
10053	§­êng thø ba Thiªn V­¬ng chïy ph¸p së h÷u <color=metal>Tr¶m Long QuyÕt<color>, <color=metal>Hµng V©n QuyÕt<color>, <color=metal>Thõa Long QuyÕt<color>, <color=metal>Truy Phong QuyÕt<color>
10054	Ngoµi ra cßn sì h÷u c¸c kü n¨ng kh¸c nh­ <color=metal>TÜnh T©m QuyÕt<color>, <color=metal>§o¹n Hån Thİch<color>, <color=metal>Kim Chung Tr¸o<color>, <color=metal>Thiªn V­¬ng ChiÕn ı <color>, <color=metal>§¶o H­ Thiªn<color>
10055	§­êng m«n hïng cø Xuyªn Thôc, ¸m khİ vµ háa khİ ®· lõng danh thiªn h¹. Ng­êi trong giang hå nghe ®Õn §­êng m«n th¶y ®Òu biÕn s¾c, ®ñ thÊy sù lîi h¹i cña bæn m«n.
10056	C¸i g× lµ Vâ l©m chİnh ®¹o, d©n téc ®¹i nghÜa? Toµn lµ bän l¸o toĞt. Bæn m«n kh«ng ­a bän chİnh ®¹o, còng ch¼ng kÕt giao víi tµ ®¹o. Muèn gia nhËp bæn m«n kh«ng ph¶i lµ chuyÖn ®¬n gi¶n!
10057	Bæn m«n tinh th«ng ¸m khİ, c¹m bÉy. §i kh«ng ai biÕt ë kh«ng ai hay. Cã muèn gia nhËp bæn m«n kh«ng?
10058	Quı ph¸i ®èi vµ bæn m«n tr­íc tíi nay ch­a hÒ qua l¹i! Kh«ng biÕt cã g× chØ gi¸o!
10059	Bæn m«n hµnh sù tuy kh«ng theo luËt lÖ, nh­ng còng kh«ng bao giê b¾t n¹t nh÷ng phô n÷ yÕu ®uèi!
10060	§éc d­îc cña Ngò ®éc gi¸o tuy lîi h¹i nh­ng còng ch­a ch¾c ®· th¾ng ®­îc ¸m khİ cña §­êng m«n! Lóc nµo r¶nh rçi ta xin thØnh gi¸o vµi chiªu!
10061	Quı bang xa tËn §éng §×nh Hå, tr­íc giê h×nh nh­ ch­a qua l¹i víi bæn bang! Xin hái cã g× chØ gi¸o?!
10062	Bæn m«n x­a nay vèn ch¼ng ­a g× c¸i bän tù x­ng lµ danh m«n chİnh ph¸i c¸c ng­¬i!
10063	Cã g× chØ gi¸o?
10064	Ta ng­¬i vèn kh«ng ®Şch thï, còng ch­a kÕt qua b»ng h÷u! Kh«ng biÕt ph¶i ®èi ®·i thÕ nµo cho tiÖn ®©y!
10065	Kh«ng ngê c¸i bän ¨n mµy ®ã mµ còng cã thÓ vang danh thiªn h¹! T¹i h¹ thËt mu«n phÇn b¸i phôc!
10066	Trë thµnh ®Ö tö §­êng M«n ng­êi ph¶i tr¶i qua nh÷ng quy tr×nh khæ luyÖn rÊt kinh khñng! H·y chuÈn bŞ cho thËt tèt!
10067	MÆc dï bæn m«n hµnh sù kh«ng cã nguyªn t¾c nh­ng ®©u thÓ nãi ®Õn lµ ®Õn, ®i lµ ®i. Ch­a kÓ ta kh«ng ch¾c r»ng ng­¬i ®· ®ñ n¨ng lùc ®Ó ®éc b­íc trong thiªn h¹. H·y tu luyÖn khi nµo ®at <color=green>®¼ng cÊp 60<color> vµ giao nép <color=gold>1 v¹n ng©n l­îng<color> ®Ó chøng tá thùc lùc.
10068	Hy väng quyÕt ®Şnh rêi khái bæn m«n lµ ®óng ®¾n! H·y cè g¾ng ph¸t huy tinh hoa cña §­êng M«n. Lµm r¹ng danh bæn m«n trong thiªn h¹!
10069	Ta buéc ph¶i thu phİ <color=gold>1 v¹n ng©n l­îng<color> míi cã thÓ ®­a ng­¬i trá vÒ. Xem nh­ lµ lé phİ ®i ®­êng!
10070	H·y cè g¾ng tu luyÖn cho thËt tèt! Tinh th«ng tÊt c¶ tinh hoa ¸m khİ vµ c¹m bÉy th× trong thiªn h¹ rÊt İt tªn ®­îc xem lµ ®èi thñ!
10071	§èi víi <color=wood>§­êng m«n<color> vâ nghÖ chia lµm bèn h­íng riªng biÖt
10072	H­íng thø nhÊt sö dông phi ®ao së h÷u c¸c tuyÖt kü nh­ <color=wood>Tİch LŞch §¬n<color>, <color=wood>Truy T©m TiÔn<color>, <color=wood>TiÓu Lı Phi §ao<color>, <color=wood>NhiÕp Hån NguyÖt ¶nh<color>
10073	H­íng thø hai sö dông phi tiªu së h÷u c¸c kü n¨ng <color=wood>Tİch LŞch §¬n<color>, <color=wood>§o¹t Hån Tiªu<color>, <color=wood>T¸n Hoa Tiªu<color>, <color=wood>Cöu Cung Phi Tinh<color>
10074	H­íng thø ba sñ dông tô tiÔn së h÷u c¸c kü n¨ng <color=wood>Tİch LŞch §¬n<color>, <color=wood>M¹n Thiªn Hoa Vò, <color=wood>Thiªn La §Şa Vâng, <color=wood>B¹o Vò Lª Hoa<color>
10075	H­íng thø t­ sö dông bÉy së h÷u c¸c kü n¨ng <color=wood>§Şa DiÖm Háa<color>, <color=wood>§éc Thİch Cèt<color>, <color=wood>Xuyªn T©m Thİch<color>, <color=wood>Hµn B¨ng Thİch<color>, <color=wood>L«i Kİch ThuËt<color>, <color=wood>Lo¹n Hoµn Kİch<color>
10076	Ngoµi ra cßn cã c¸c kü n¨ng hç trî nh­ <color=wood>T©m Nh·n<color>, <color=wood>Mª ¶nh Tung<color>
10077	Ngò §éc gi¸o hiÖn nay ®ang lóc h­ng thŞnh, l¹i liªn kÕt víi Thiªn NhÉn gi¸o hç trî §¹i Kim nam h¹! Ngµy sau vinh hoa phó quı sÏ cïng h­ëng!
10078	Ni c« thói! ThËt lµ xui xÎo! Cø ®i ®i l¹i l¹i! Ph× ph× ph×! §¹i c¸t ®¹i lîi!
10079	TiÓu mü n÷! §Õn th¨m ca ca nµy ­? Cho ta th¬m mét c¸i nµo! Hi hi!
10080	§õng t­ëng Phi ®ao cña c¸c ng­¬i lµ ®Ö nhÊt thiªn h¹,®éc thuËt cña bæn gi¸o v« h×nh v« ¶nh, giÕt ng­êi trong nh¸y m¾t!
10081	§èi ®Çu víi §¹i Kim sÏ ch¼ng İch lîi g× ®©u! Sím muén g× Kim quèc còng b×nh ®Şnh Trung Nguyªn, lóc ®ã c¸c ng­¬i hèi hËn còng muén råi!
10082	Bän ®Çu träc c¸c ng­¬i th©n ë Kim Quèc nh­ng hån l¹i h­íng vÒ Nam triÒu! NÕu ®Ó lät vµo tay ta th× c¸c ng­¬i mét manh gi¸p còng kh«ng cßn! Ha! Ha! Ha!
10083	Vâ §ang ®¹i hiÖp l¹i muèn chØ gi¸o cho t¹i h¹ ­? ThËt lµ nùc c­êi!
10084	Bän c¸c ng­¬i qu¶ lµ kh«ng biÕt nh×n thêi thÕ! Dùa vµo søc c¸c ng­¬i mµ còng ®ßi chèng ®èi víi §¹i kim ­?
10085	Chóng ta l­ìng ph¸i liªn minh, Nam c«ng B¾c kİch, sang s¬n hoa lÖ nµy sím muén g× còng thuéc vÒ chóng ta th«i! Ha! Ha! Ha!
10086	¡n mµy thói! §i ®i! §õng cã lµm bÈn ¸o cña ®¹i gia!
10087	Sao h¶? Cã muèn gia nhËp bæn gi¸o kh«ng?
10088	Ng­¬i ®· trë thµnh ®Ö tö Ngò §éc gi¸o! H·y tİch cùc tu luyÖn ®éc thuËt, cïng chóng ta m­u cÇu ®¹i sù! 
10089	§Ö tö tinh anh cña bæn gi¸o ®­îc ph¸i ®i kh¾p n¬i ®Ó chuÈn bŞ cho ®¹i sù! Ng­¬i c¶m thÊy m×nh cã ®ñ kh¶ n¨ng ®ã hay kh«ng? Muèn trë thµnh s¸t thñ tiªn phong ph¶i ®¹t <color=green>®¼ng cÊp 60<color> vµ mang theo <color=gold>1 v¹n ng©n l­îng<color>!
10090	Hy väng sau khi xuèng nói ng­¬i sÏ gãp søc phôc vô cho ®¹i sù cña bæn gi¸o! KÕ thõa tinh thÇn Kim Quèc! Cho bän tù x­ng lµ danh m«n chİnh ph¸i kia mét bµi häc nhí ®êi!
10091	§éc thuËt cña ng­¬i vÉn cßn kĞm! Kh«ng thÓ ®¬n th©n ®éc m· chiÕn ®Êu! Ta cÇn <color=gold>1 v¹n ng©n l­îng<color> ®Ó mua nguyªn liÖu bµo chÕ gióp ng­¬i n©ng cao nguyªn khİ! Cã mang theo bªn m×nh kh«ng?
10092	Nguyªn khİ ®¹i t¨ng, nh­ng ch­a æn ®Şnh! Ng­¬i nªn tËp trung tu luyÖn ®Ó luyÖn hãa hoµn toµn! Cã g× th¾c m¾c cø quay l¹i t×m ta!
10093	§èi víi <color=wood>Ngò §éc gi¸o<color> vâ c«ng chia lµm ba h­íng kh¸c nhau
10094	H­íng thø nhÊt lµ ch­ëng ph¸p së h÷u c¸c kü n¨ng <color=wood>§éc Sa Ch­ëng<color>, <color=wood>U Minh Kh« L©u<color>, <color=wood>Thiªn C­¬ng §Şa S¸t<color>, <color=wood>¢m Phong Thùc Cèt<color>
10095	H­íng thø hai lµ ®ao ph¸p së h÷u kü n¨ng <color=wood>HuyÕt §ao §éc S¸t<color>, <color=wood>B¸ch §éc Xuyªn T©m<color>, <color=wood>Chu C¸p Thanh Minh<color>, <color=wood>HuyÒn ¢m Tr¶m<color>
10096	H­íng thø ba sö dông bïa chó së h÷u c¸c tuyÖt kü <color=wood>Cöu Thiªn Cuång L«i<color>, <color=wood>Xİch DiÖn Thùc Thiªn<color>, <color=wood>B¨ng Lam HuyÒn Tinh<color>, <color=wood>Xuyªn Y Ph¸ Gi¸p<color>, <color=wood>V¹n cèt Thùc T©m<color>, <color=wood>Xuyªn T©m §éc Thİch<color>, <color=wood>§o¹n C©n Hñ Cèt<color>
10097	Ngoµi ra cßn së h÷u mét sè tuyÖt kü hæ trî nh­ <color=wood>T¹p Nan D­îc Kinh<color>, <color=wood>V« H×nh §éc<color>, <color=wood>Ngò §éc K× Kinh<color>, <color=wood>HÊp Tinh YÓm<color>
10098	Trong thiªn h¹ c¸c m«n ph¸i do n÷ nhi s¸ng lËp th× bæn ph¸i ®øng ®Çu! §Ö tö bæn ph¸i kh«ng nh÷ng vâ nghÖ cao c­êng, cÇm kú thi häa ®Òu tinh th«ng! Ai nãi giang hå lµ thÕ giíi cña nam nh©n th× cø nh×n bæn ph¸i mµ lµm g­¬ng!
10099	Quı m«n danh chÊn V©n Nam. Tr­íc giê ch­a cïng bæn ph¸i qua l¹i. Kh«ng biÕt cã g× chØ gi¸o!
10100	Ng­¬i lµ ng­êi cña Thôc Nam §­êng M«n? Bæn ph¸i lµ danh m«n ch¸nh ph¸i, tr­íc giê kh«ng qua l¹i víi nh÷ng ng­êi cã t­ t­ëng kh«ng chİnh thèng!
10101	Bän tµ ma ngo¹i ®¹o c¸c ng­¬i! Ai ai còng muèn tiªu diÖt!
10102	Quı bang bang chñ D­¬ng Anh lµ mét bËc n÷ trung hµo kiÖt! BÇn ni tõ l©u ng­ìng mé! Mong sÏ cã ngµy diÖn kiÕn!
10103	A di ®µ phËt! Th× ra lµ hßa th­îng ThiÕu l©m, kh«ng biÕt HuyÒn Nh©n ®¹i s­ gÇn ®©y cã kháe kh«ng?
10104	Vâ ®ang hiÖp nghÜa, danh chÊn thiªn h¹. §¹o NhÊt Ch©n Nh©n cña quı ph¸i vµ ch­ëng m«n cña bæn ph¸i giao t×nh th©m s©u. Hai ph¸i chóng ta cã thÓ nãi lµ anh em mét nhµ.
10105	TÖ ph¸i vµ quı ph¸i ch­a hÒ qua l¹i, kh«ng biÕt cã g× chØ gi¸o?
10106	C¸c ng­¬i phô thuéc Kim quèc, lu«n dßm ngã giang s¬n §¹i Tèng ta. Vâ l©m chİnh ph¸i chóng ta vµ c¸c ng­¬i thÒ kh«ng ®éi trêi chung!
10107	Quı bang ng­êi ®«ng thÕ m¹nh, hµo khİ xung thiªn, bæn ph¸i rÊt vui ®­îc kÕt giao víi nh÷ng b»ng h÷u nh­ vËy!
10108	Gia nhËp Nga My ph¸i, chóng ta sÏ lµ tû muéi 1 nhµ! Häa phóc cïng h­ëng!
10109	Nam nh©n kh«ng thÓ gia nhËp Nga My ph¸i! Ph¶i ch¨ng ng­¬i muèn bën cît chóng ta!
10110	TiÓu muéi! Chóng ta ®· lµ ng­êi mét nhµ! Sau nµy cã phóc cïng h­ëng cã häa cïng chia! Cã viÖc g× cø ®Õn t×m ta!
10111	Rêi khái nói Nga My ra thÕ giíi bªn ngoµi rÊt phøc t¹p! Muéi ®· suy nghÜ kü ch­a! C¨n b¶n tèi thiÓu ph¶i ®¹t <color=green>®¼ng cÊp 60<color>, mang theo <color=gold>1 v¹n ng©n l­îng<color> bªn ng­êi ®Ó phßng th©n!
10112	Ta sÏ tiÔn muéi xuèng nói! Hy väng sÏ cã ngµy chóng ta gÆp l¹i!
10113	Trªn ®­êng trë l¹i nói ®­êng ®i hiÓm trë, s¬n tÆc hoµnh hµnh! Muéi h·y chuÈn bŞ <color=gold>1 v¹n ng©n l­îng<color> ®Ó ®Ò phßng bÊt tr¾c!
10114	Tèt chóng ta ®i th«i nµo!
10115	§èi víi <color=water>Nga My ph¸i<color> vâ c«ng chia lµm ba h­íng kh¸c nhau
10116	H­íng thø nhÊt lµ kiÕm ph¸p së h÷u c¸c kü n¨ng <color=water>NhÊt DiÖp Tri Thu<color>, <color=water>Th«i Song Väng NguyÖt<color>, <color=water>BÊt DiÖt BÊt TuyÖt, <color=water>Tam Nga TÒ TuyÕt<color>
10117	H­íng thø hai lµ ch­ëng ph¸p së h÷u kü n¨ng <color=water>Phiªu TuyÕt Xuyªn V©n<color>, <color=water>Tø T­îng §ång Quy<color>, <color=water>PhËt Quang Phæ ChiÕu<color>, <color=water>Phong S­¬ng To¸i ¶nh<color>
10118	H­íng thø ba nghiªn vÒ hç trî víi c¸c kü n¨ng nh­ <color=water>Tõ Hµng Phæ §é<color>, <color=water>Méng §iÖp<color>, <color=water>L­u Thñy<color>, <color=water>PhËt T©m Tõ Hùu<color>, <color=water>Thanh ¢m Ph¹n X­íng<color>, <color=water>Phæ §é Chóng Sinh<color>
10119	Ngoµi ra cßn cã c¸c kü n¨ng nh­ <color=water>PhËt Ph¸p V« Biªn<color>, <color=water>BÕ NguyÖt PhÊt TrÇn<color>
10120	Thóy Yªn m«n chóng ta tuy toµn lµ n÷, nh­ng vâ nghÖ lÊy 'Khinh, Kho¸i, Kú, Mü' mµ næi tiÕng giang hå. Tû muéi tÒ t©m! Trong giang hå kh«ng ai d¸m coi khinh!
10121	§ao ph¸p kú ¶o! Th©n ¶nh nh­ m©y tuyÕt ¶o diÖu v« cïng? TiÓu muéi muèn gia nhËp bæn m«n chø?
10122	Xinh ®Ñp nh­ hoa t­¬i mµ h»ng ngµy cø ®èi diÖn víi Thanh §¨ng Cæ PhËt! Ta kh«ng thİch c¸c ng­¬i ë ®iÓm nµy!
10123	Hai ph¸i chóng ta liªn minh l¹i, kh«ng cÇn ph¶i ph©n tranh n÷a! Ch¼ng ph¶i lµ hû sù ­?
10124	Ta ghĞt nhÊt lµ c¸i bän len lĞn h¹ ®éc h¹i ng­êi! Êy! Kh«ng ph¶i ta nãi ng­¬i!
10125	D­¬ng Hå cña Thiªn V­¬ng bang c¸c ng­¬i cßn kĞm xa tû tû cña ta, thiªn h¹ nam nh©n qu¶ nhiªn ch¼ng ra g× hÕt!
10126	Hßa th­îng ®Çu träc sao l¹i ®Õn n¬i cña c¸c n÷ nhi thÕ nµy?
10127	Quı ph¸i lÊy hiÖp nghÜa lµm träng, nh­ng kh«ng biÕt §¬n T­ Nam cã biÕt hæ thÑn hay kh«ng mµ cø b¸m theo c¸c s­ tû xinh ®Ñp cña chóng ta!
10128	C«n L«n ph¸i ph¸t triÓn thÇn tèc! TiÓu n÷ rÊt ng­ìng mé!
10129	Ai lµm hoµng ®Õ th× còng mÆc! Nh­ng c¸c ng­¬i tµn s¸t sinh linh th× bæn c« n­¬ng kh«ng bá qua!
10130	§¹i hiÖp! §õng qua ®©y!
10131	N÷ hiÖp! §õng qua ®©y!
10132	¸! Bä chĞt!
10133	N¬i nµy kh«ng thÓ cho nam nh©n gia nhËp! Nªu ng­¬i biÕt ®iÒu th× nªn ®i ®i!
10134	Chµo mõng tiÓu muéi trë thµnh mét phÇn trong ®¹i gia ®×nh Thóy Yªn m«n! Sau nµy cã g× kh«ng hiÓu cø ®Õn t×m ta!
10135	Con ng­êi bªn ngoµi rÊt İch kû! NhÊt lµ nam nh©n, muéi h·y cÈn thËn! C¨n b¶n ph¶i ®¹t <color=green>®¼ng cÊp 60<color>, mang theo <color=gold>1 v¹n ng©n l­îng<color> míi cã thÓ xuèng nói!
10136	TiÓu muéi! Ta sÏ nhí muéi l¾m! H·y gi÷ m×nh! Nhí nghe lêi s­ phô ®õng tin vµo lò nam nh©n h¸o s¾c!
10137	Quay vÒ Thóy Yªn m«n cÇn ph¶i cã <color=gold>1 v¹n ng©n l­îng<color> ®Ó lµm lé phİ vµ chuÈn bŞ phßng èc khi ®Õn n¬i! Muéi cã mang theo chø?
10138	TiÓu muéi! Muéi ®· quay l¹i! Cïng ta trß chuyÖn vÒ thÕ giíi bªn ngoµi nµo!
10139	§èi víi <color=water>Thóy Yªn m«n<color> vâ nghÖ chia lµm hai h­íng kh¸c nhau
10140	H­íng thø nhÊt lµ ®ao ph¸p së h÷u <color=water>Phong Hoa TuyÕt NguyÖt<color>, <color=water>Vò §µ Lª Hoa<color>, <color=water>Môc D· L­u Tinh<color>, <color=water>B¨ng Tung V« ¶nh<color>
10141	H­íng thø hai lµ song ®ao ph¸p së h÷u <color=water>Phong QuyÓn Tµn TuyÕt<color>, <color=water>Phï V©n Tµn TuyÕt<color>, <color=water>Bİch H¶i TriÒu Sinh<color>, <color=water>B¨ng T©m Tiªn Tö <color>
10142	Ngoµi ra cßn hç trî c¸c kü n¨ng kh¸c nh­ <color=water>B¨ng T©m Tr¸i ¶nh<color>, <color=water>Hé ThÓ Hµn B¨ng<color>, <color=water>TuyÕt ¶nh<color>, <color=water>B¨ng Cèt TuyÕt T©m<color>, <color=water>Ngù TuyÕt Èn<color>
10143	Bæn bang ®· cã danh x­ng Thiªn h¹ ®Ö nhÊt bang, danh chÊn giang hå. Nh©n tµi ngäa Hæ tµng Long, thêi nµo còng cã!
